Samplenumber,Date,Day,Transit,Donor,Vessel,Ninetransit,Transitnumber,Acetate,Propionate,Isobutyrate,Butyrate,Isovalerate,Valerate,Isocaproate,Caproate,Heptanoate,Octanoic acid,O2 ,N2 ,H2,CO2,CH4,NH4+,Lactate,Intact_cells_events.ml,SD_intact_cells,log_intact,log_SD_intact,Damaged_cells_events.ml,SD_Damaged_cells,log_damaged,log_SD_damaged,Total_cells_events.ml,SD_total_cells,log_total,log_SD_total,Ratio_cells,SD_ratio,Percentage_intact_cells,SD_percentage_intact
214,11/10/2019,3,ST,3,D,,,25.51015478,7.149500821,0.41466284,4.684107221,0.691414615,0.200367052,0,0,0,0,,,,,,,,680487469.2,446106221.2,8.780286743,0.308217993,425739895.7,270290875.7,8.5802731,0.29686692,1106227365,716397096.9,8.99274166,0.303826731,1.585213671,0.041427713,61.31351052,0.619945959
215,11/10/2019,3,MT,3,P,,,32.74819475,5.845205802,0.265468259,4.254098496,0.521998616,1.070406408,0,0.870578376,0,0,,,,,,,,,,,,,,,,,,,,,,,
216,11/10/2019,3,MT,3,D,,,54.09860491,12.99609551,0.917965331,5.856097348,1.187203402,1.52062474,0.163290317,0.30453617,0,0,,,,,,,,,,,,,,,,,,,,,,,
217,11/10/2019,3,LT,3,P,,,52.15106215,9.037646141,0.52354127,9.232258753,1.01768674,1.895136952,0,2.060146591,0.128241697,0,,,,,,,,,,,,,,,,,,,,,,,VFA
218,11/10/2019,3,LT,3,D,,,63.63853649,15.00615079,1.187663414,11.33365676,1.60591951,2.26123979,0.176840643,0.585867304,0,0,,,,,,,,,,,,,,,,,,,,,,,
219,12/10/2019,4,ST,3,P,4,50,12.18515665,4.71168856,0,1.777765125,0.162812617,0.316860081,0,0,0,0,,,,,,1.303564499,,502732093.7,102507377,8.694915598,0.092915421,444671258,82797751.46,8.642710976,0.084537646,947403351.7,185300464.4,8.970640759,0.088970928,1.127869547,0.021796301,53.00134174,0.482679602
220,12/10/2019,4,ST,3,D,2,48,20.38841964,5.663300219,0.2653142,2.890268855,0.379227727,0.397288441,0,0.192876596,0,0,,,,,,3.445035756,,921110169.5,67194606.37,8.963538428,0.031766755,456638418.1,29725031.81,8.658952045,0.028510785,1377748588,96784334.66,9.138451152,0.030650245,2.016522604,0.021703419,66.84810551,0.237687873
221,12/10/2019,4,MT,3,P,2,49,26.31683522,7.00734647,0.585809896,3.185260934,1.049581726,1.902820726,0,1.300211376,0.216387706,0,,,,,,5.081767282,,950341229,104837099.8,8.976032101,0.049631138,1135094216,126493721.3,9.05316223,0.049830754,2085435445,230412394.2,9.31734979,0.049584925,0.837376392,0.015709066,45.57192178,0.464641678
222,12/10/2019,4,MT,3,D,,,49.65524539,12.84137548,0.892803811,5.713494892,1.183682191,2.28645308,0,0.819425966,0.137885113,0,,,,,,,,,,,,,,,,,,,,,,,
223,12/10/2019,4,LT,3,P,,,44.27835258,6.970901752,1.096411893,6.66878177,1.748345694,3.696224464,0,3.891757881,0.479856468,0.202310314,,,,,,,,,,,,,,,,,,,,,,,
224,12/10/2019,4,LT,3,D,,,64.40264047,16.94224767,1.298279876,11.31274182,1.801214476,3.86058934,0,1.913358228,0.209819618,0,,,,,,,,,,,,,,,,,,,,,,,
225,13/10/2019,5,ST,3,P,,,12.10694056,4.35497318,0,1.092123522,0,0.635067141,0,0.181257317,0,0,,,,,,,,693842782,63081694.38,8.840361768,0.039539025,490910286.4,72836957.71,8.688598739,0.064674794,1184753068,135918652.1,9.072194138,0.049933374,1.419471328,0.082109257,58.64484215,1.403464151
226,13/10/2019,5,ST,3,D,,,17.0267624,5.65985988,0,2.079902422,0.260272323,0.58076456,0,0.239703865,0,0,,,,,,,,1555341880,20367092.76,9.191807248,0.005687218,771495726.5,92044754.51,8.885782548,0.051937773,2326837607,112411847.3,9.366512521,0.020989367,2.028873226,0.215659063,66.90052161,2.356718804
227,13/10/2019,5,MT,3,P,,,17.96761423,7.367249589,0.429361267,2.32887269,0.778788292,1.786333828,0,0.89288198,0.20781745,0,,,,,,,,,,,,,,,,,,,,,,,
228,13/10/2019,5,MT,3,D,,,37.1807492,11.78559907,0.70991528,4.692790265,0.998429942,2.028521507,0,0.840368215,0.173289463,0,,,,,,,,,,,,,,,,,,,,,,,
229,13/10/2019,5,LT,3,P,,,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
230,13/10/2019,5,LT,3,D,,,55.49030415,17.25944663,1.252992538,9.557663873,1.793388114,4.394680708,0,2.532613461,0.34251498,0,,,,,,,,,,,,,,,,,,,,,,,
231,14/10/2019,6,ST,3,P,3,,9.45418967,3.818987411,0,0.648354494,0.173255216,0.495608425,0,0,0,0,,,,,,,,669959745.8,42129781.57,8.82561894,0.027328216,374719632.8,4756990.959,8.57368895,0.00551343,1044679379,46886772.53,9.018764207,0.019498334,1.787326417,0.08974039,64.10472238,1.155679576
232,14/10/2019,6,ST,3,D,3,53,16.46569043,5.866351122,0,1.741225118,0.252590725,0.579944428,0,0.18771637,0,0,,,,,,3.235212595,,1059852335,203515352.3,9.019530973,0.087721,799659170,135654716.9,8.89881597,0.072638598,1859511505,123221016.3,9.268777776,0.028278839,1.371564999,0.425887129,56.79929643,8.641968992
233,14/10/2019,6,MT,3,P,,,16.66851617,7.493401204,0.380523017,2.149204225,0.700682092,1.786851973,0,0.65674581,0.257539986,0,,,,,,,,,,,,,,,,,,,,,,,
234,14/10/2019,6,MT,3,D,2,52,34.40699001,13.21826765,0.754584778,4.505228102,1.126270741,1.856815188,0,0.75716231,0.172499497,0,,,,,,9.340872554,,2844874734,421867675.9,9.450934134,0.063567885,2223885002,603602800.2,9.337023259,0.112936445,5068759736,1022492926,9.699222156,0.085199949,1.305725042,0.147581857,56.50645001,2.888321936
235,14/10/2019,6,LT,3,P,2,51,29.66831126,7.259756431,0.848531971,4.198669039,1.472116088,3.384602986,0,2.552931133,0.518141829,0.177949305,,,,,,10.01746217,,2500552146,126207308.5,9.397660668,0.022206444,2132656618,110160392.9,9.328526628,0.022781319,4633208764,234344417.7,9.665503985,0.022299235,1.172623809,0.015288967,53.97118118,0.324515455
236,14/10/2019,6,LT,3,D,,,48.17837426,18.98863684,1.260253013,8.321894616,1.805410066,4.181640858,0,2.539896483,0.4131385,0,,,,,,,,,,,,,,,,,,,,,,,
237,15/10/2019,7,ST,3,P,3,,7.907253853,2.770020252,0,0.622993686,0.173833284,0.339927222,0,0,0,0,,,,,,,,419454145.6,77185106.91,8.618976617,0.080371566,247271061.1,51189837.02,8.388469583,0.090557837,666725206.6,128374943.9,8.819883866,0.08414397,1.70046133,0.039880249,62.96525164,0.546926912
238,15/10/2019,7,ST,3,D,3,,13.96540423,4.970117679,0,1.383622546,0.25775576,0.475713043,0,0.142162223,0,0,,,,,,,,932561983.5,425432840.3,8.945817589,0.205460172,493842975.2,227384502.9,8.669257159,0.207518139,1426404959,652817343.2,9.130220055,0.206172166,1.890439868,0.008958089,65.40302347,0.107223405
239,15/10/2019,7,MT,3,P,4,54,14.23535309,6.159607553,0.356997589,1.760462863,0.657190151,1.669897162,0,0.562430916,0.224143067,0,,,,,,5.371694662,,1114155028,93705500.72,9.045925666,0.036417567,975026547.7,92828917.4,8.987743608,0.040405403,2089181576,184079019.9,9.318873172,0.037728695,1.143729509,0.035932782,53.34366671,0.774716598
240,15/10/2019,7,MT,3,D,,,30.92906689,13.1136954,0.794520262,4.127614281,1.12629289,1.839945219,0,0.665415371,0.170341411,0,,,,,,,,,,,,,,,,,,,,,,,
241,15/10/2019,7,LT,3,P,,,27.07406435,6.838398467,0.593315578,3.407653771,1.14421418,3.052970039,0,1.902329657,0.453616474,0,,,,,,,,,,,,,,,,,,,,,,,
242,15/10/2019,7,LT,3,D,,,48.03860254,22.53826163,1.268744346,7.560466077,1.836091763,3.891926629,0,2.305681112,0.431762793,0,,,,,,,,,,,,,,,,,,,,,,,
243,16/10/2019,8,ST,3,P,3,,12.26170567,4.069686371,0,1.06426059,0.231526748,0.383450608,0,0,0,0,,,,,,,,406678552.4,53624463.54,8.607355251,0.057432706,291236670.2,26877503.89,8.463319363,0.040136991,697915222.6,80501967.43,8.842353297,0.050205807,1.393824409,0.055494188,58.21461356,0.968678441
244,16/10/2019,8,ST,3,D,3,,10.92420017,4.179217843,0.182833659,1.361988291,0.260016019,0.412147533,0,0.139526183,0,0,,,,,,,,952723905.1,307160750.8,8.967377702,0.14252193,424274849.2,76526274.41,8.624085998,0.078762445,1376998754,383687025.2,9.130335878,0.122615259,2.216295536,0.324214152,68.74955625,3.150157067
245,16/10/2019,8,MT,3,P,,,17.07169483,8.869116585,0.479232006,2.011161061,0.867194898,2.026958173,0,0.621164047,0.210542851,0,,,,,,,,,,,,,,,,,,,,,,,
246,16/10/2019,8,MT,3,D,,,29.9593619,13.39025944,0.784003903,4.066042475,1.111877188,1.991018096,0,0.646195745,0.183070992,0,,,,,,,,2401252892,94422670.11,9.380269955,0.01708184,2152442398,18389225.58,9.332923613,0.003710407,4553695290,112811895.7,9.658297321,0.010760183,1.115447814,0.034337945,52.72245669,0.767408995
247,16/10/2019,8,LT,3,P,,,28.02606943,7.953027094,0.540219263,3.379775686,1.104098685,3.121786809,0,1.677972905,0.405866687,0,,,,,,,,,,,,,,,,,,,,,,,
248,16/10/2019,8,LT,3,D,,,42.57948484,21.57579584,1.113996326,6.404445184,1.7748142,3.479366162,0,1.922574729,0.424529225,0,,,,,,,,,,,,,,,,,,,,,,,
249,17/10/2019,9,ST,3,P,3,,6.934019306,2.944956212,0,0.903923545,0.237289825,0.396178978,0,0,0,0,,,,,,,,435084745.8,119848.607,8.638573849,0.000119631,328050847.5,2636669.354,8.51593415,0.003490627,763135593.2,2516820.747,8.882600529,0.001432306,1.326316589,0.011025446,57.01310664,0.203733952
250,17/10/2019,9,ST,3,D,3,,13.79313903,5.045810619,0,1.750216967,0.305952932,0.421508158,0,0.146014242,0,0,,,,,,,,1276157599,29202271.29,9.105847451,0.009938813,587458339.3,17498903.75,8.768880715,0.012938452,1863615938,46701175.04,9.270288224,0.010884317,2.17256068,0.01500559,68.47936773,0.14908641
251,17/10/2019,9,MT,3,P,,,16.54266655,8.526622879,0.534338882,1.839196648,0.924186097,1.909311975,0,0.529440382,0.186585275,0,,,,,,,,,,,,,,,,,,,,,,,
252,17/10/2019,9,MT,3,D,,,25.99615377,12.17434537,0.769310297,3.733673516,1.078149511,1.951457332,0,0.584006426,0.178988465,0,,,,,,,,,,,,,,,,,,,,,,,
253,17/10/2019,9,LT,3,P,,,29.11400373,8.733545703,0.484833659,3.369764895,1.04173183,3.117270642,0,1.463408771,0.37184563,0,,,,,,,,,,,,,,,,,,,,,,,
254,17/10/2019,9,LT,3,D,2,55,37.69691075,19.94495539,0.980948915,5.401293078,1.584688421,3.094833185,0,1.535934347,0.342745065,0,,,,,,13.98580853,,1771973840,63545705.85,9.248268946,0.015711032,3645441533,225960669.6,9.561200743,0.026671281,5417415373,282836764.4,9.733399322,0.022597124,0.486678594,0.016780843,32.73022188,0.763302615
255,18/10/2019,10,ST,3,P,3,,8.242123624,3.465019157,0,1.042016531,0.269295956,0.468997726,0,0.150982371,0,0,,,,,,,,464435028.2,31440284.56,8.666426834,0.029422383,390980226,47168416.75,8.590568796,0.052521562,855415254.2,78608701.32,8.931258171,0.039965966,1.191694992,0.063353796,54.35414301,1.319452899
256,18/10/2019,10,ST,3,D,3,,14.4431939,5.326378489,0.23621536,1.96043049,0.333168397,0.444036191,0,0.157394529,0,0,,,,,,,,1197161017,131413997.6,9.076840324,0.047769187,708050847.5,260431023,8.834855431,0.163495021,1905211864,391845020.5,9.275301331,0.0899592,1.776842886,0.46794805,63.46917265,6.15610249
257,18/10/2019,10,MT,3,P,,,19.00406808,8.961233716,0.589987372,2.132724601,0.969397409,2.006840502,0,0.525926878,0.189318418,0,,,,,,,,,,,,,,,,,,,,,,,
258,18/10/2019,10,MT,3,D,,,28.57913294,13.55277559,0.863461371,3.962279187,1.208991002,2.130465935,0,0.596070864,0.194443292,0,,,,,,,,,,,,,,,,,,,,,,,
259,18/10/2019,10,LT,3,P,4,56,29.84134666,11.37642556,0.432706233,3.429408793,0.982770098,3.263916345,0,1.325184542,0.330629403,0,,,,,,8.085259715,,2739871305,213373611.1,9.436846394,0.033988693,1958458322,174290511.4,9.29073922,0.039366679,4698329627,386144220,9.670951392,0.036081591,1.400106533,0.027023403,58.33166287,0.468946656
260,18/10/2019,10,LT,3,D,,,46.56155326,25.60847126,1.208886006,6.130444955,1.913728666,3.523862355,0,1.521651585,0.352639003,0,,,,,,,,,,,,,,,,,,,,,,,
261,19/10/2019,11,MT,3,P,3,,18.60483793,8.535129721,0.507271266,2.186616921,0.872438643,1.820592307,0,0.528932349,0.165159712,0,,,,,,,,1335381356,13842514.11,9.125593642,0.004501961,1421398305,129256722.6,9.151816092,0.039547706,2756779661,143099236.7,9.440109312,0.02255354,0.942940257,0.076008852,48.49219938,2.015012439
262,19/10/2019,11,MT,3,D,3,57,26.99334225,13.05499562,0.832440363,3.809283435,1.150520123,2.076081875,0,0.583825619,0.167045444,0,,,,,,10.63972504,,1619378531,115588539.8,9.208589981,0.03164984,1675847458,66144922.85,9.224005868,0.017317054,3295225989,181659522,9.517436105,0.024312334,0.965477856,0.031710171,49.11287492,0.828638854
263,19/10/2019,11,LT,3,P,,,30.12077765,18.59912972,0.44903662,3.300350821,1.05398675,4.815467418,0,1.184056622,0.34756894,0,,,,,,,,,,,,,,,,,,,,,,,
264,19/10/2019,11,LT,3,D,,,45.25617307,26.69246196,1.103490759,5.859115142,1.830237714,3.677945417,0,1.33324898,0.322195401,0,,,,,,,,,,,,,,,,,,,,,,,
265,20/10/2019,12,MT,3,P,3,,16.97539814,7.893386973,0.492893812,2.059367696,0.865195095,1.880929101,0,0.520691099,0.180994503,0,,,,,,,,1100398448,432138323.6,9.024124733,0.175150639,1116051132,404297693.6,9.032946979,0.160909516,2216449580,836436017.3,9.329617436,0.16795776,0.980154393,0.032134875,49.49223643,0.819663689
266,20/10/2019,12,MT,3,D,3,,29.38458899,13.21503722,0.865492366,3.724412352,1.191197864,2.662947493,0,0.573909509,0.177084308,0,,,,,,,,1762500000,78321064.66,9.245914621,0.019305309,1568686441,51594825.31,9.195418658,0.014286723,3331186441,129915890,9.522433738,0.016941731,1.123338027,0.012980692,52.90346266,0.287917248
267,20/10/2019,12,LT,3,P,,,25.45154682,14.75930624,0.780198829,3.222869475,1.573292198,6.253129042,0,1.370037169,0.593091894,0,,,,,,,,,,,,,,,,,,,,,,,
268,20/10/2019,12,LT,3,D,,,44.42606097,25.24644007,1.240292963,5.741157158,1.954288935,4.637317908,0,1.276008858,0.37717117,0,,,,,,,,,,,,,,,,,,,,,,,
269,21/10/2019,13,MT,3,P,3,,16.21759729,9.104474822,0.701085524,2.38771668,1.09769208,2.047622664,0,0.572699783,0.17565348,0,,,,,,,,1531236291,32528321.92,9.184993212,0.009226488,2062620353,15589886.65,9.314413096,0.003282556,3593856644,48118208.57,9.555541285,0.00581495,0.742335881,0.010159596,42.60480936,0.334672528
270,21/10/2019,13,MT,3,D,3,,28.75504522,12.77794937,0.869621628,3.773529331,1.244235538,2.862258479,0,0.569354234,0.241881551,0,,,,,,,,1662669492,192776484.3,9.219341445,0.050467097,1754618644,217105751.5,9.242514075,0.053874689,3417288136,409882235.9,9.53211396,0.052216337,0.948056138,0.007438628,48.66640284,0.19601671
271,21/10/2019,13,LT,3,P,,,24.95861101,10.80656322,0.872122144,3.362481231,1.696860872,6.769811134,0,1.762828485,0.895093288,0,,,,,,,,,,,,,,,,,,,,,,,
272,21/10/2019,13,LT,3,D,,,44.79670686,23.83502901,1.17491241,5.502149466,1.995850885,5.668399486,0,1.409325228,0.532022296,0,,,,,,,,,,,,,,,,,,,,,,,
273,22/10/2019,14,MT,3,P,3,,17.85417138,10.20946743,0.749268741,2.715655378,1.144278651,2.60561594,0,0.757374729,0.228691182,0,,,,,,,,1050641026,381898098.3,9.006613217,0.161482854,1215512821,454300997.8,9.069037095,0.166264466,2266153846,836199096.1,9.339979033,0.164045186,0.866142369,0.009536094,46.41282075,0.273833537
274,22/10/2019,14,MT,3,D,3,,29.68658222,13.27841872,0.897853519,4.103360119,1.259811332,2.955230298,0,0.670046027,0.224452427,0,,,,,,,,986717007.1,26158238.91,8.994116295,0.011514659,1246607997,18213915.22,9.095706729,0.006345607,2233325004,44372154.13,9.348909065,0.008629219,0.791452665,0.009419791,44.17860746,0.293519264
275,22/10/2019,14,LT,3,P,,,25.20790686,9.135312534,0.590185972,3.3945609,1.199474142,5.611918916,0,2.039495267,0.90949911,0,,,,,,,,,,,,,,,,,,,,,,,
276,22/10/2019,14,LT,3,D,,,43.80729958,21.60789956,1.168035128,5.44303111,2.007617522,5.963395432,0,1.631965957,0.679651467,0,,,,,,,,,,,,,,,,,,,,,,,
277,23/10/2019,15,MT,3,P,3,,16.59526164,10.51948522,0.700249799,2.643497417,1.126601602,3.097965787,0,0.867895962,0.284821398,0,,,,,,,,1523759436,55173665.85,9.182774012,0.015728767,1682628543,52375855.51,9.225883028,0.013520643,3206387979,107549521.4,9.505893883,0.014569954,0.905511127,0.004603955,47.52048913,0.126797108
278,23/10/2019,15,MT,3,D,3,,32.81678882,15.0178908,0.924508782,4.409276317,1.298906951,3.154044299,0,0.794892401,0.242212898,0,,,,,,,,1752383499,62197306.94,9.243492336,0.015417642,1835851101,67695443.98,9.263689776,0.016017869,3588234600,129892750.9,9.554738507,0.015724733,0.954558979,0.001319272,48.83755168,0.034533205
279,23/10/2019,15,LT,3,P,0,,28.24235089,16.56199699,0.518655723,3.566505108,1.16395491,6.215768021,0,1.880189492,0.79266935,0,,,,,,,,,,,,,,,,,,,,,,,
280,23/10/2019,15,LT,3,D,0,,48.04632041,24.77909962,1.179575479,5.676377913,2.004179373,5.840384653,0,1.735709249,0.68966757,0,,,,,,,,,,,,,,,,,,,,,,,
281,24/10/2019,16,LT,3,P,3,,27.73669568,15.13349781,0.445187464,3.388323958,0.989938495,5.694929892,0,1.55447069,0.65585461,0,,,,,,,,1577862903,20928079.73,9.198050164,0.00576046,1743709677,5930573.004,9.241472922,0.001477092,3321572581,26858652.74,9.521336648,0.003511798,0.904873363,0.008924457,47.50249573,0.245954263
282,24/10/2019,16,LT,3,D,3,58,49.2591265,24.76883251,1.155350706,5.677248766,2.007837635,6.096715712,0,1.725967347,0.716575366,0,,,,,,14.19757193,,1980352813,32650213.68,9.296713055,0.007160568,2663236250,74845485.02,9.425323926,0.012206676,4643589063,107495698.7,9.666795588,0.010054498,0.743710283,0.008641045,42.65031933,0.284199246
283,25/10/2019,17,LT,3,P,3,,27.61310313,17.32347619,0.257568132,3.289782344,0.524609117,2.421471967,0,0.632818758,0.258549044,0,,,,,,,,1689278711,173082706.1,9.226558506,0.044575711,1880622199,72541332.02,9.274139954,0.016756218,3569900910,245624038.1,9.552141563,0.029904878,0.897147615,0.057429091,47.265127,1.596352223
284,25/10/2019,17,LT,3,D,3,,50.63855377,25.19081554,0.99585811,5.55367122,1.834005933,5.643464649,0,1.528629961,0.600649222,0,,,,,,,,1812643586,109982875.1,9.257912336,0.026367178,2414295437,176136817.4,9.382211755,0.031712446,4226939024,286119692.5,9.625527941,0.029419687,0.751133321,0.009244667,42.89332951,0.301480276
285,26/10/2019,18,LT,3,P,3,,28.65138154,17.74376054,0,3.303294226,0.359537427,1.152968852,0,0.233525662,0.130584191,0,,,,,,,,1925084746,274093764.2,9.282237607,0.062045093,1712754237,240596078.5,9.231541958,0.061208572,3637838983,514689842.7,9.558659179,0.061651217,1.123818176,0.002164653,52.91496556,0.047990336
286,26/10/2019,18,LT,3,D,3,,47.03676207,24.52452846,0.626337275,5.029867753,1.245813705,3.972560664,0,1.036599913,0.386469769,0,,,,,,,,2045338983,25288056.07,9.310748698,0.005369644,2717457627,17977291.05,9.434158029,0.002873088,4762796610,43265347.12,9.677853076,0.003945195,0.752652064,0.004326622,42.94343598,0.140850638
287,27/10/2019,19,LT,3,P,3,,30.55810127,17.8368306,0.464952359,3.829871657,1.132863641,6.717194107,0,1.500606166,0.531247813,0,,,,,,,,2056115702,8765786.544,9.313045576,0.001851522,1868925620,14960275.7,9.27158506,0.003476454,3925041322,23726062.24,9.593840266,0.002625236,1.100175669,0.004116346,52.384844,0.093325747
288,27/10/2019,19,LT,3,D,3,,46.57127959,22.34912999,0.545635174,5.248910343,1.270705429,5.703263522,0,1.360811811,0.42782225,0,,,,,,,,1893784435,172603206.9,9.276426759,0.039637384,2559744490,238184925.9,9.407254507,0.040469688,4453528926,410788132.9,9.647778563,0.040115748,0.739899358,0.00141798,42.52539221,0.046840557
289,28/10/2019,20,LT,3,P,3,,28.67891888,18.34079447,1.025579612,3.689551142,1.858699298,7.543268466,0,1.861629527,0.915767438,0,,,,,,,,2056115702,8765786.544,9.313045576,0.001851522,1868925620,14960275.7,9.27158506,0.003476454,3925041322,23726062.24,9.593840266,0.002625236,1.100175669,0.004116346,52.384844,0.093325747
290,28/10/2019,20,LT,3,D,3,,46.80415546,23.76141434,0.898163931,5.19792079,1.787638485,6.5235133,0,1.558572644,0.596575056,0,,,,,,,,1893784435,172603206.9,9.276426759,0.039637384,2559744490,238184925.9,9.407254507,0.040469688,4453528926,410788132.9,9.647778563,0.040115748,0.739899358,0.00141798,42.52539221,0.046840557
300,9/10/2019,0,FS,4,FS,0,60,110.9272786,27.70910372,7.121558948,32.94758237,9.981022446,5.004905567,0,1.271072514,0,0,,,,,,6.586008094,,9443333333,NA,9.97512532,NA,5854074074,NA,9.767458213,NA,15297407407,NA,10.18461783,NA,1.613121599,NA,61.73159335,NA
301,10/10/2019,1,ST,4,P,1,61,30.01729043,2.011604817,0,0.82876478,0.166621972,0,0,0,0,0,,,,,,2.759576473,,1707078652,NA,9.232253531,NA,4278426966,NA,9.631284123,NA,5985505618,NA,9.777100843,NA,0.398996796,NA,28.52020799,NA
302,10/10/2019,1,ST,4,D,1,62,48.01330669,5.559954297,0.430745724,10.07515601,0.601772768,1.630315633,0.267689622,0,0,0,,,,,,7.544209768,,6851891892,NA,9.835810502,NA,2535675676,NA,9.404093705,NA,9387567568,NA,9.972553076,NA,2.702195694,NA,72.98900213,NA
303,10/10/2019,1,MT,4,P,1,63,43.58356613,5.353238643,0,8.657199862,0.174995155,0,0,0,0,0,,,,,,3.090248905,,3158271605,NA,9.499449476,NA,3739135802,NA,9.572771239,NA,6897407407,NA,9.838685879,NA,0.844652821,NA,45.78925701,NA
304,10/10/2019,1,MT,4,D,1,64,58.37380119,5.089103996,0.499395707,9.453182413,0.668099871,1.622079699,0.238063396,0,0,0,,,,,,7.755695992,,6868648649,NA,9.836871302,NA,2215945946,NA,9.345559162,NA,9084594595,NA,9.958305551,NA,3.099646298,NA,75.6076518,NA
305,10/10/2019,1,LT,4,P,1,65,56.15272244,8.10518856,0,6.63335989,0,0.187923069,0,0,0,0,,,,,,3.366317423,,,,,,,,,,,,,,,,,
306,10/10/2019,1,LT,4,D,1,66,63.55985334,14.11932759,1.023364252,9.137234301,1.184764363,0.748804114,0.279702822,0,0,0,,,,,,7.769000499,,6892972973,NA,9.838406576,NA,2254594595,NA,9.353068461,NA,9147567568,NA,9.961305626,NA,3.057300408,NA,75.35306979,NA
307,11/10/2019,2,ST,4,P,,,19.81670787,4.004199781,0,1.025443692,0,0,0,0,0,0,,,,,,,,268813559.3,168986535.8,8.381648487,0.29348409,311016949.2,176656846.7,8.454584641,0.261395191,579830508.5,345643382.5,8.72082302,0.276095836,0.846557221,0.062493078,45.81413499,1.833813473
308,11/10/2019,2,ST,4,D,,,35.45537375,6.09772277,0.56564895,6.894313167,0.560953426,1.324799169,0.293836387,0,0.119520012,0,,,,,,,,1880338983,112897387.8,9.273844398,0.026091148,616610169.5,32119426.67,8.789715879,0.022632782,2496949153,145016814.4,9.39704317,0.025236975,3.048845404,0.024278259,75.30115678,0.148102694
309,11/10/2019,2,MT,4,P,,,40.6092928,3.501813082,0,8.106571461,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
310,11/10/2019,2,MT,4,D,,,60.19874276,8.349426382,1.008915624,11.70172035,1.00827786,1.904202512,0.453483977,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
311,11/10/2019,2,LT,4,P,,,47.51906418,4.68865873,0,11.13165653,0,0.169524375,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
312,11/10/2019,2,LT,4,D,,,61.97179204,8.961939245,1.090196763,13.30458983,1.163832295,2.101408682,0.439926878,0.124909075,0,0,,,,,,,,,,,,,,,,,,,,,,,
313,12/10/2019,3,ST,4,P,2,67,11.64674615,4.367775588,0,1.233144071,0,0,0,0,0,0,,,,,,0.763346083,,286547441.6,14374687.25,8.456834272,0.021694569,466558280.3,22412496.87,8.668576516,0.02064215,753105721.9,36614653.5,8.876517618,0.020935358,0.61414778,0.006281434,38.04717865,0.240963155
314,12/10/2019,3,ST,4,D,,,23.62557189,5.881458402,0.238031684,3.640592354,0.26824246,0.702881044,0,0,0,0,,,,,,,,996668732.8,38416546.52,8.998389465,0.016744006,721875688.7,45312785.58,8.858034194,0.027278978,1718544421,83729332.1,9.234902883,0.021167671,1.381717176,0.033513953,58.00932952,0.590865009
315,12/10/2019,3,MT,4,P,,,35.64944759,3.593271483,0,4.5315578,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
316,12/10/2019,3,MT,4,D,,,52.48799763,8.326218391,0.877596143,9.549755482,1.047297736,1.644932859,0.223992358,0.288438906,0,0,,,,,,,,,,,,,,,,,,,,,,,
317,12/10/2019,3,LT,4,P,,,43.32750449,3.653434592,0,4.89833406,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
318,12/10/2019,3,LT,4,D,,,60.74131787,10.72450438,1.167718058,14.38754104,1.532347078,2.095065164,0.265128094,0.181126704,0,0,,,,,,,,,,,,,,,,,,,,,,,
319,13/10/2019,4,ST,4,P,4,70,12.38109297,4.74836289,0,0.928914935,0,0,0,0,0,0,,,,,,1.098176174,,578266454.2,97950706.73,8.757915265,0.074348236,446944565.2,60578606.52,8.647482396,0.06069697,1025211019,157599311.4,9.007300026,0.06810375,1.290392964,0.058114393,56.32087754,1.093239153
320,13/10/2019,4,ST,4,D,2,68,22.34628146,7.05159688,0.238784985,1.808568247,1.457168595,0.278865619,0.845263396,0,0,0,,,,,,3.194467543,,1069702263,73513384.19,9.028578959,0.029854243,579047292.1,37864538.23,8.762093978,0.028434879,1648749555,111373352.2,9.21649358,0.029354845,1.847084415,0.006449436,64.87622875,0.079474329
321,13/10/2019,4,MT,4,P,2,69,27.24304488,3.437851943,0,2.407148892,0,0,0,0,0,0,,,,,,3.775708188,,768233774.1,22222166.81,8.885373478,0.012467935,880651590.9,25039136.76,8.944687938,0.012281196,1648885365,46375887.77,9.217077102,0.012122026,0.87237632,0.009808689,46.59095487,0.280066648
322,13/10/2019,4,MT,4,D,,,47.20193057,8.544981664,0.642765239,6.66866881,0.827508553,1.551653713,0.142441164,0.522156318,0.155797321,0,,,,,,,,,,,,,,,,,,,,,,,
323,13/10/2019,4,LT,4,P,,,36.48394716,6.560887247,0,2.769584663,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
324,13/10/2019,4,LT,4,D,,,61.86384285,14.83630733,1.134392377,12.67721525,1.62279996,2.06687076,0.182180113,0.336060617,0.150291709,0,,,,,,,,,,,,,,,,,,,,,,,
